POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,TARGET(PRICE_IN_LACS)
1,1,1,1,1,420.6166888,0,1,130.0
0,0,0,3,1,1275.009808,1,1,32.5
1,1,1,1,1,406.024219,0,0,39.9
1,0,0,3,1,1862.562189,1,1,59.9
0,0,0,2,1,950.0146156,1,1,65.0
0,0,1,4,1,5200.945626,1,1,110.0
1,0,0,2,1,1049.969344,1,1,68.5
1,0,0,3,1,1615.008157,1,1,99.0
1,0,0,3,1,1150.0069,1,1,250.0
0,0,0,2,1,1100.0,1,1,27.5
1,1,1,2,1,906.2661833,0,0,70.0
0,0,0,3,1,1454.333915,1,1,50.0
0,0,0,3,1,1591.994542,1,1,70.0
1,0,1,2,1,573.8769151,1,1,22.1
1,0,1,3,1,1038.883942,1,1,280.0
0,0,0,3,1,1538.141758,1,1,74.0
0,0,0,2,1,5000.0,1,1,85.0
1,0,0,3,1,1602.084012,1,1,49.2
0,0,0,2,1,1200.0,1,1,45.0
0,0,0,2,1,760.0709400000001,1,1,60.0
0,1,0,2,1,739.8273736000001,0,1,30.0
0,0,0,2,1,1260.02291,1,1,33.0
0,0,0,2,1,1100.151745,1,1,29.0
1,0,1,3,1,2293.077091,1,1,210.0
1,0,0,2,1,1146.480331,1,1,88.6
1,0,1,4,1,2224.059764,1,1,780.0
1,0,0,2,1,759.8784195000001,1,1,30.0
0,0,0,4,1,2260.251857,1,1,140.0
1,0,0,3,1,767.0182167,1,1,240.0
0,0,0,4,1,2500.0,1,1,160.0
1,1,1,4,1,2286.236854,0,1,100.0
0,0,1,2,1,1150.086256,1,1,60.0
1,0,1,2,1,1004.932182,1,1,81.5
0,0,0,2,1,800.0,1,1,34.0
1,1,0,3,1,993.75,0,1,31.8
1,0,0,2,1,1298.139334,1,1,30.0
1,0,1,2,1,996.797438,1,1,24.9
0,0,0,2,1,985.0194952,1,1,48.0
1,0,0,3,1,1118.75,1,1,53.7
1,0,1,2,1,889.8305085000001,1,1,42.0
0,0,0,3,1,2738.22563,1,1,150.0
1,1,1,4,1,1725.4901960000002,0,0,440.0
1,1,1,3,1,2488.004265,0,1,140.0
1,0,0,3,1,1200.082764,1,1,58.0
1,0,0,2,1,1584.283904,1,1,100.0
0,0,0,2,1,900.0,1,1,18.0
1,0,1,2,1,1193.440032,1,1,60.4
0,0,0,2,1,1487.357462,1,1,30.0
0,1,1,2,1,989.9029895,0,1,50.0
1,0,0,2,1,1155.020213,1,1,140.0
0,0,0,2,1,949.893137,1,1,80.0
0,0,0,2,1,875.0,1,1,49.0
1,0,0,2,1,853.3611982000001,1,1,24.5
0,0,0,1,1,483.0917874,1,1,18.0
1,0,0,2,1,800.0,1,1,95.0
0,0,0,2,1,802.0415602999999,1,1,22.0
1,0,1,2,1,610.0660905,1,1,48.0
0,0,0,3,1,1680.107527,1,1,75.0
0,0,0,2,1,1150.136038,1,1,93.0
0,0,0,3,1,1550.114497,1,1,88.0
0,0,0,5,1,1699.834163,1,1,82.0
0,1,0,3,1,1600.170685,0,1,75.0
0,0,0,1,1,600.0566091,1,1,21.2
1,0,1,2,1,1429.200617,1,1,64.9
0,0,0,2,1,1115.1379980000002,1,1,80.0
1,0,0,4,1,2750.929368,1,1,74.0
0,0,0,3,1,1811.196487,1,1,99.0
0,0,0,2,1,1045.036079,1,1,42.0
1,0,0,3,1,3433.996566,1,1,340.0
0,0,0,3,1,1298.219585,1,1,70.0
0,1,1,2,1,1109.165207,0,1,38.0
1,1,1,4,1,1304.034182,0,0,470.0
1,0,1,2,1,1041.195111,1,1,46.0
1,0,0,3,1,2135.748916,1,1,83.7
0,0,1,3,1,1850.180505,1,1,82.0
1,0,0,3,1,1665.080875,1,1,70.0
0,0,1,2,1,398.2621289,1,1,11.0
0,0,0,2,1,1005.025126,1,1,48.0
1,0,1,4,1,4900.959771,1,1,240.0
1,0,1,2,1,1294.016156,1,1,330.0
1,0,1,3,1,1536.806516,1,1,100.0
0,0,0,2,1,1123.188406,1,1,62.0
1,0,0,2,1,800.1939864,1,1,16.5
1,0,1,4,1,2655.807365,1,1,300.0
1,0,0,3,1,1513.775356,1,1,100.0
0,0,0,3,1,1280.0,1,1,48.0
0,0,0,1,1,410.0678733,1,1,14.5
1,0,0,4,1,3429.355281,1,1,100.0
1,0,0,2,1,890.0451868999999,1,1,65.0
0,0,0,2,1,977.7082519,1,1,25.0
1,0,0,2,1,1099.855282,1,1,38.0
0,1,0,2,1,1050.241272,0,1,37.0
1,0,1,3,1,1400.241838,1,1,57.9
1,0,0,3,1,1740.139211,1,1,180.0
1,0,1,2,1,1149.131767,1,1,180.0
1,0,0,2,1,650.1950585,1,1,20.0
0,0,0,2,1,1355.01355,1,1,85.0
1,0,0,3,1,1800.0720030000002,1,1,150.0
1,0,1,2,1,907.6305221,1,1,33.9
1,0,0,3,1,1636.296021,1,1,88.0
0,0,0,2,1,900.2520706,1,1,25.0
0,0,0,2,1,1318.0440230000002,1,1,100.0
1,0,1,3,1,1949.586451,1,1,99.0
1,0,0,3,1,1643.36522,1,1,67.0
1,0,0,3,1,1233.045623,1,1,210.0
1,0,0,1,1,655.0802139,1,1,49.0
0,0,0,2,1,1180.173092,1,1,75.0
0,0,0,3,1,1200.087279,1,1,55.0
1,0,0,4,1,6974.645114,1,1,1700.0
0,1,1,4,1,2700.075602,0,1,250.0
0,0,0,2,1,850.0991782,1,1,30.0
1,1,1,4,1,2636.296531,0,1,250.0
0,0,0,2,1,900.0163639,1,1,55.0
1,1,0,4,1,2472.952087,0,1,160.0
1,0,0,2,1,904.0656205,1,1,50.7
1,1,1,1,1,265.0033933,0,1,82.0
1,1,1,3,1,1570.306924,0,1,110.0
1,0,0,2,1,955.4140127,1,1,150.0
1,0,0,2,1,1000.0,1,1,60.0
1,0,0,4,1,2494.747899,1,1,95.0
0,0,0,2,1,1150.130348,1,1,75.0
1,0,0,2,1,1210.136674,1,1,85.0
1,0,0,2,1,1365.001365,1,1,200.0
1,1,1,2,1,499.6366279,0,0,110.0
1,0,0,2,1,1050.144395,1,1,40.0
0,0,0,1,1,476.0204688999999,1,1,40.0
1,0,0,2,1,985.452839,1,1,21.0
1,0,0,2,1,1045.296167,1,1,24.0
1,1,1,2,1,1301.89498,0,1,90.0
0,0,0,2,1,2000.0,1,1,38.0
1,1,1,4,1,4465.709729,0,1,280.0
1,0,0,2,1,1192.0,1,1,59.6
1,1,0,3,1,1846.153846,0,0,120.0
1,1,0,1,1,448.5310608,0,1,120.0
0,0,0,2,1,750.0604887000001,1,1,31.0
1,0,0,2,1,1060.0706710000002,1,1,72.0
1,0,1,3,1,1415.09434,1,1,79.5
1,0,0,2,1,1160.062565,1,1,89.0
1,0,0,3,1,1690.024732,1,1,410.0
0,1,0,3,1,1672.762741,0,1,68.6
0,0,0,2,1,1315.265046,1,1,33.0
1,0,0,1,1,650.026001,1,1,50.0
0,0,0,1,1,540.1755571,1,1,16.0
1,0,0,3,1,1830.065359,1,1,98.0
1,0,0,3,1,1575.157516,1,1,70.0
1,0,0,3,1,1530.0,1,1,76.5
0,0,0,2,1,619.6377502,1,1,26.0
0,0,0,4,1,2200.0,1,1,110.0
1,0,0,3,1,1757.188498,1,1,77.0
1,0,1,2,1,1087.885617,1,1,140.0
0,0,0,2,1,1199.862873,1,1,70.0
0,0,0,2,1,1265.035255,1,1,61.0
1,0,0,2,1,676.0453302,1,1,17.3
0,0,0,2,1,800.0,1,1,42.0
0,0,0,2,1,750.0750075,1,1,25.0
1,0,1,2,1,1500.0,1,0,150.0
1,0,0,3,1,1814.285714,1,1,88.9
1,0,1,3,1,1195.652174,1,1,110.0
1,0,0,3,1,1395.032324,1,1,41.0
0,0,0,2,1,850.1594049,1,1,24.0
1,0,0,2,1,909.4339623,1,1,48.2
0,1,0,2,1,910.0937672,0,1,33.0
1,0,0,3,1,1850.070303,1,1,250.0
1,0,1,3,1,2069.857697,1,1,160.0
1,0,1,2,1,820.0082001000001,1,1,140.0
1,0,0,2,1,1241.8075199999998,1,1,36.0
1,0,1,3,1,1014.120668,1,0,79.0
1,0,0,4,1,2302.158273,1,1,160.0
1,0,0,2,1,900.0782677000001,1,1,69.0
2,1,0,2,1,898.5074627,0,0,30.1
1,0,0,3,1,2235.294118,1,1,190.0
1,0,0,3,1,1350.0,1,1,81.0
1,0,1,2,1,1100.110011,1,1,70.0
1,0,1,1,1,612.1199755,1,1,30.0
0,0,0,2,1,1100.352113,1,1,25.0
1,0,1,5,1,5194.805195,1,1,400.0
1,0,0,3,1,1475.2567689999998,1,1,79.0
1,0,1,4,1,2780.191138,1,1,160.0
2,1,0,1,1,300.0260892,0,0,11.5
0,0,0,2,1,1000.0,1,1,50.0
1,0,0,2,1,1532.720245,1,1,230.0
1,1,1,2,1,995.8314034,0,0,21.5
1,0,0,3,1,1646.706587,1,0,110.0
1,0,0,4,1,2350.965575,1,1,56.0
0,0,0,3,1,534.061239,1,1,45.0
1,1,1,2,1,1100.0,0,1,110.0
1,0,0,3,1,1968.888889,1,1,88.6
1,0,1,3,1,2196.354052,1,1,100.0
1,0,1,4,1,2400.0,1,1,300.0
1,0,0,2,1,1650.252861,1,1,62.0
1,1,1,2,1,632.0572844999999,0,0,45.9
0,0,0,2,1,1034.965035,1,1,37.0
1,0,0,2,1,965.0439631,1,1,90.0
2,1,1,2,1,600.5495224,0,0,45.9
1,0,0,2,1,984.8484848,1,1,130.0
1,0,0,3,1,1700.060716,1,1,420.0
1,0,1,1,1,546.0145603999999,1,0,58.5
1,0,0,2,1,1195.499297,1,1,17.0
1,1,1,3,1,1677.4685470000002,0,1,220.0
1,0,1,3,1,1699.716714,1,1,48.0
1,0,0,2,1,1075.027996,1,1,48.0
1,1,1,1,1,485.790072,0,0,64.1
0,0,0,2,1,929.8998569,1,1,52.0
1,0,0,3,1,1438.021283,1,1,600.0
1,0,0,5,1,5299.954894,1,1,470.0
1,0,1,2,1,1020.181859,1,1,46.0
0,0,0,2,1,1070.135002,1,1,65.0
0,0,0,2,1,2400.384061,1,1,50.0
0,0,0,3,1,1767.388826,1,1,77.5
2,1,1,1,1,524.0,0,0,26.2
1,1,1,2,1,923.7875289,0,1,120.0
1,0,0,3,1,1657.275439,1,1,100.0
1,0,0,2,1,680.0,1,1,170.0
0,0,0,2,1,1100.478469,1,1,23.0
1,0,1,3,1,1701.6949149999998,1,0,50.2
0,0,0,1,1,451.0309278,1,1,14.0
1,0,0,3,1,2727.8562260000003,1,1,85.0
0,0,0,2,1,1000.0,1,1,30.0
1,0,0,3,1,1790.1897600000002,1,1,100.0
0,0,0,2,1,1100.352113,1,1,25.0
1,0,1,2,1,1232.162459,1,1,44.9
1,0,0,1,1,497.988891,1,1,26.0
0,0,0,3,1,1726.017442,1,1,95.0
1,1,1,3,1,1320.052802,0,1,110.0
0,0,0,2,1,990.0990099,1,1,25.0
1,0,0,1,1,675.0441375,1,1,65.0
0,0,0,2,1,674.0361283,1,1,25.0
1,0,0,1,1,775.1114886,1,1,36.5
1,0,0,2,1,718.1042049,1,1,180.0
1,1,1,4,1,3200.0,0,1,180.0
0,0,1,2,1,945.1795841,1,1,30.0
1,0,1,2,1,1089.028042,1,1,160.0
1,0,1,2,1,942.1518749,1,1,50.0
1,0,0,2,1,1370.0,1,1,82.2
0,0,0,2,1,1265.111049,1,1,90.0
1,0,0,3,1,1394.31121,1,1,100.0
1,1,0,2,1,800.0,0,1,27.0
1,1,1,3,1,1505.144771,0,1,62.9
0,0,0,3,1,1067.270375,1,1,33.0
0,0,0,3,1,1400.059577,1,1,94.0
1,0,0,1,1,728.9473684,1,1,27.7
1,0,1,3,1,1293.103448,1,0,37.5
2,1,1,3,1,106469.0027,0,0,9480.0
1,0,0,3,1,2939.624633,1,1,390.0
1,0,1,2,1,1431.068385,1,1,65.5
0,0,0,3,1,1350.063532,1,1,85.0
0,0,0,1,1,750.1630789,1,1,23.0
1,0,1,3,1,1170.074459,1,1,99.0
0,0,0,2,1,1121.076233,1,1,45.0
1,0,0,4,1,1904.761905,1,1,100.0
1,0,0,4,1,7054.132801999999,1,1,460.0
1,0,0,2,1,950.0285009,1,1,150.0
0,0,0,2,1,969.9321048,1,1,40.0
1,0,0,1,1,636.0078278,1,1,52.0
1,0,0,4,1,4578.507945,1,1,340.0
0,0,0,1,1,700.0259269,1,1,27.0
1,0,0,3,1,1859.637775,1,1,230.0
0,0,0,3,1,1700.1866059999998,1,1,82.0
1,0,0,3,1,1847.187238,1,0,110.0
1,0,1,1,1,509.5541401,1,0,40.0
1,0,0,3,1,1427.424391,1,1,160.0
0,0,0,2,1,715.0518413,1,1,20.0
0,0,0,3,1,1393.214227,1,1,85.0
0,0,0,2,1,900.3215434,1,1,22.4
1,0,0,2,1,1000.0,1,1,120.0
0,0,0,2,1,800.0,1,1,35.0
1,1,0,1,1,445.0304928000001,0,1,54.0
0,0,0,2,1,1125.175809,1,1,56.0
1,0,0,2,1,1015.113918,1,1,90.0
0,0,1,2,1,1200.4175369999998,1,1,23.0
1,0,1,1,1,1060.147122,1,1,49.0
0,0,0,3,1,1654.8463359999998,1,1,70.0
1,0,0,3,1,1175.121811,1,1,41.0
0,0,0,1,1,412.0213282,1,1,8.5
1,0,0,3,1,1877.435352,1,1,53.0
1,1,0,2,1,1150.121065,0,1,38.0
0,0,0,2,1,910.0529101,1,1,43.0
2,1,1,2,1,1080.0,0,0,32.4
1,0,1,3,1,1902.843071,1,1,170.0
0,0,0,1,1,850.4606662,1,1,12.0
1,1,1,2,1,1051.223242,0,1,110.0
1,0,1,2,1,945.0617925,1,1,91.0
0,1,0,2,1,570.0958797999999,0,1,22.0
1,0,0,2,1,1050.070432,1,1,82.0
1,0,1,2,1,1785.060417,1,1,390.0
0,0,0,2,1,800.0,1,1,35.0
0,0,0,2,1,750.0551511,1,1,34.0
1,0,0,2,1,1129.908619,1,1,91.5
2,1,1,4,1,2857.142857,0,0,120.0
1,0,0,2,1,896.6801117000001,1,1,28.9
0,0,0,2,1,900.116144,1,1,31.0
0,0,0,3,1,1870.32419,1,1,75.0
0,0,0,2,1,1288.102262,1,1,78.6
1,1,1,4,1,2461.538462,0,1,160.0
1,0,0,2,1,1066.408143,1,1,22.0
1,0,0,4,1,4299.996417,1,1,1200.0
1,1,1,2,1,816.8491699,0,0,370.0
1,0,0,2,1,1261.625556,1,1,31.2
0,0,0,2,1,1160.092807,1,1,45.0
1,1,1,2,1,828.7063893,0,1,100.0
0,0,1,3,1,2015.021066,1,1,110.0
1,0,0,3,1,2765.784114,1,1,67.9
1,0,0,2,1,790.0334245,1,1,26.0
2,0,0,3,1,1358.024691,1,0,110.0
0,0,0,1,1,850.1594049,1,1,24.0
1,0,0,2,1,1115.075825,1,1,100.0
1,0,0,1,1,406.3088686,1,1,110.0
1,0,0,2,1,1080.080235,1,1,70.0
1,0,1,4,1,3621.234302,1,1,470.0
1,1,1,6,1,10050.25126,0,1,1200.0
1,0,0,3,1,1150.0069,1,1,250.0
0,0,1,3,1,2489.4067800000003,1,1,94.0
1,1,0,3,1,1894.179894,0,1,53.7
1,0,0,4,1,4000.0,1,1,140.0
1,0,1,2,1,1269.146608,1,1,40.6
0,0,1,4,1,3458.3665869999995,1,1,260.0
2,0,1,2,1,835.2668213,1,0,25.2
0,0,0,2,1,1185.146168,1,1,90.0
1,0,0,3,1,1289.872756,1,1,74.0
1,0,0,3,1,2100.0,1,1,210.0
1,0,0,4,1,3167.898627,1,1,150.0
0,0,0,4,1,433333.3333,1,1,65.0
2,0,0,2,1,845.007783,1,1,38.0
1,0,0,1,1,850.0,1,1,27.2
1,1,1,2,1,923.0100988,0,1,85.0
0,0,0,3,1,1490.312966,1,1,60.0
0,0,0,3,1,1480.019734,1,1,60.0
0,0,0,3,1,1510.159253,1,1,110.0
1,1,1,1,1,453.0166793000001,0,1,66.0
1,0,0,2,1,999.6079969,1,0,25.5
0,0,0,2,1,1000.0,1,1,30.0
0,0,0,3,1,1350.135014,1,1,60.0
1,0,0,3,1,1231.578947,1,1,46.8
1,1,1,2,1,829.8850575,0,0,36.1
1,0,0,2,1,1069.7827519999998,1,1,32.5
1,0,0,1,1,610.0273241,1,1,96.0
1,0,0,4,1,2030.205496,1,1,82.0
1,0,0,2,1,978.7377658,1,1,29.0
1,1,1,3,1,1503.225806,0,1,46.6
1,1,1,2,1,804.8649615,0,1,45.0
0,0,0,3,1,1400.0518539999998,1,1,54.0
1,0,1,2,1,1251.091068,1,1,43.0
1,0,0,3,1,1850.424056,1,1,48.0
0,0,0,2,1,711.0877008,1,1,27.0
0,0,0,1,1,540.0540053999999,1,1,24.0
1,0,0,2,1,748.0,1,1,18.7
1,0,0,2,1,1166.039111,1,1,96.0
1,0,0,2,1,943.057302,1,1,210.0
1,0,0,3,1,1700.071582,1,1,190.0
1,0,0,4,1,2175.202689,1,1,110.0
0,1,0,3,1,2181.818182,0,1,240.0
0,0,0,3,1,1700.071582,1,1,95.0
0,0,0,2,1,1080.246914,1,1,35.0
0,0,0,3,1,1276.127613,1,1,58.0
1,0,1,3,1,2735.016019,1,1,350.0
1,0,1,2,1,988.0395216,1,1,190.0
1,0,0,3,1,935.0788138,1,1,35.0
1,0,0,1,1,550.0207555,1,1,53.0
1,1,1,2,1,1094.8905109999998,0,1,51.0
1,0,0,5,1,6397.7252530000005,1,1,360.0
1,0,1,2,1,1150.01465,1,1,78.5
0,0,0,2,1,936.1348034,1,1,45.0
1,0,1,2,1,1150.030066,1,1,76.5
1,1,1,4,1,3810.431055,0,1,320.0
0,1,0,2,1,1173.020528,0,1,84.0
1,0,0,4,1,2541.699762,1,0,160.0
1,0,0,2,1,950.1648245,1,1,49.0
0,0,0,2,1,1045.12276,1,1,63.0
1,0,0,3,1,1969.667126,1,1,100.0
1,0,0,2,1,930.0661778,1,1,52.0
1,0,0,2,1,1071.080818,1,1,55.0
1,1,1,3,1,1400.208986,0,1,67.0
1,0,0,2,1,1176.470588,1,0,200.0
1,0,0,4,1,1925.925926,1,1,130.0
0,0,0,2,1,1053.001053,1,1,30.0
0,0,0,2,1,1051.1562720000002,1,1,45.0
1,1,1,2,1,988.5365491,0,1,66.4
1,0,0,2,1,1300.034211,1,1,38.0
1,1,1,2,1,850.0028332999999,0,1,150.0
0,0,0,2,1,948.6166008,1,1,31.2
0,0,0,3,1,1760.1987989999998,1,1,85.0
0,0,0,2,1,850.1259446,1,1,27.0
1,0,1,1,1,654.9646319,1,1,50.0
1,0,0,2,1,1050.019091,1,1,110.0
0,0,0,3,1,1267.05653,1,1,65.0
1,0,0,3,1,1150.086256,1,1,40.0
1,1,1,3,1,844.8442017000001,0,1,26.3
1,0,1,2,1,1075.268817,1,1,100.0
1,0,0,2,1,1016.191315,1,1,150.0
1,1,1,3,1,900.3760394,0,0,170.0
1,0,1,3,1,2058.1113800000003,1,1,170.0
1,1,1,4,1,6000.0,0,1,750.0
1,0,0,2,1,950.1187648,1,1,36.0
0,0,0,3,1,2015.983872,1,1,280.0
0,0,0,2,1,749.4004796,1,1,12.5
1,0,1,4,1,3045.878546,1,1,160.0
1,0,1,2,1,1303.707063,1,1,230.0
1,0,1,2,1,936.0223873,1,1,97.0
1,0,0,2,1,1100.3757380000002,1,1,20.5
1,0,0,2,1,704.0070843,1,1,31.8
1,0,0,3,1,2000.0,1,1,130.0
1,1,1,3,1,1678.6570739999995,0,1,63.0
1,0,1,1,1,411.1662322,1,0,48.9
0,0,1,2,1,950.0285009,1,1,50.0
1,0,0,5,1,4787.552364,1,1,480.0
0,0,0,1,1,630.2521008,1,1,13.5
1,0,0,3,1,1823.154057,1,1,160.0
0,0,0,3,1,2250.692521,1,1,65.0
0,0,0,3,1,1399.941055,1,1,190.0
0,0,0,3,1,1635.055592,1,1,100.0
1,0,1,3,1,1896.878772,1,1,110.0
1,0,1,3,1,1600.0,1,1,250.0
1,0,0,3,1,1447.054818,1,1,85.0
0,0,0,3,1,1640.112465,1,1,70.0
1,1,1,2,1,1110.053917,0,1,70.0
1,0,1,4,1,3333.333333,1,1,250.0
1,0,1,3,1,2708.070049,1,1,300.0
0,0,1,1,1,410.0461302,1,1,16.0
1,0,0,3,1,1512.401694,1,1,100.0
1,0,0,2,1,912.0620202,1,1,120.0
1,0,0,2,1,795.097423,1,1,25.3
2,1,1,1,1,443.5607219,0,0,29.0
1,0,0,3,1,1350.121359,1,1,44.5
1,0,0,4,1,4000.0,1,1,400.0
1,0,0,3,1,4769.230769,1,1,310.0
0,0,0,3,1,1897.278651,1,1,99.0
1,0,0,1,1,705.0092764,1,1,57.0
1,1,1,3,1,1510.989011,0,1,110.0
1,0,0,2,1,643.8113632999999,1,1,120.0
0,1,0,2,1,1100.208147,0,1,37.0
1,0,0,1,1,650.0691562999999,1,1,47.0
1,1,1,1,1,502.6315789,0,0,19.1
1,1,0,2,1,999.6895374,0,1,64.4
1,1,1,1,1,628.9308176,0,0,37.0
0,0,0,3,1,1050.2283109999998,1,1,23.0
1,0,0,2,1,1225.186104,1,1,79.0
1,0,0,3,1,1473.005999,1,1,66.3
0,0,0,2,1,1250.0,1,1,24.0
0,0,0,3,1,1614.797416,1,1,55.0
0,0,0,1,1,533.0243337,1,1,23.0
1,0,0,4,1,2754.820937,1,1,470.0
1,0,0,2,1,772.4137931,1,1,22.4
0,0,0,2,1,900.116144,1,1,31.0
1,0,0,1,1,674.9662517,1,1,45.0
1,0,0,3,1,1773.0496449999998,1,1,120.0
0,0,0,3,1,1200.0,1,1,45.0
1,0,1,3,1,2015.503876,1,1,78.0
0,0,0,2,1,1075.05864,1,1,55.0
1,1,0,3,1,1190.322581,0,1,36.9
1,0,0,3,1,1220.886551,1,1,65.0
1,0,0,2,1,1199.944189,1,1,86.0
1,0,0,3,1,1700.1545600000002,1,1,110.0
0,0,0,2,1,875.1608752000001,1,1,34.0
1,0,0,3,1,1518.151815,1,1,92.0
1,0,0,1,1,739.9817851,1,1,65.0
1,1,1,1,1,389.5585889,0,0,87.9
0,0,0,2,1,1350.154936,1,1,61.0
1,1,1,3,1,1679.966401,0,1,120.0
1,0,0,5,1,5873.586394,1,1,670.0
1,0,1,2,1,1044.045677,1,1,160.0
1,1,0,3,1,1350.024546,0,1,55.0
1,0,0,3,1,1954.686806,1,1,88.0
1,0,0,2,1,1500.0,1,1,48.0
1,0,0,2,1,1192.307692,1,1,62.0
0,0,0,3,1,1000.0,1,1,40.0
1,0,1,3,1,1556.247221,1,0,35.0
1,1,1,2,1,514.9738552,0,0,130.0
1,0,1,2,1,1072.194425,1,1,30.0
1,0,1,3,1,1626.898048,1,1,180.0
0,0,0,2,1,700.1647446000001,1,1,17.0
1,0,0,3,1,1336.184773,1,1,78.1
0,0,0,1,1,535.0028458,1,1,47.0
1,0,1,2,1,882.0536017000001,1,1,78.0
1,0,1,2,1,650.0397984,1,1,49.0
1,1,1,3,1,1370.07874,0,1,87.0
1,0,0,3,1,1930.235765,1,1,140.0
1,1,0,2,1,730.8254481,0,0,190.0
1,1,1,3,1,1000.0,0,1,94.0
0,0,0,2,1,650.0956022999999,1,1,17.0
1,0,0,3,1,2258.512856,1,1,130.0
1,0,0,3,1,2026.929202,1,1,140.0
1,1,0,1,1,414.7619048,0,1,87.1
0,0,0,3,1,1495.35923,1,1,43.5
1,0,0,2,1,800.0,1,1,13.0
1,0,0,3,1,1821.125051,1,1,90.0
1,0,0,2,1,940.8075265,1,1,120.0
0,0,0,2,1,1250.0,1,1,52.0
0,1,0,2,1,1209.816799,0,1,35.0
1,0,0,1,1,550.017188,1,1,32.0
1,0,0,2,1,1150.0,1,1,23.0
1,0,0,2,1,1225.201072,1,1,45.7
1,1,0,1,1,408.997955,0,1,70.0
1,0,0,3,1,2685.861624,1,1,500.0
1,1,1,1,1,498.8873735,0,1,69.5
0,0,0,1,1,666.0088800999999,1,1,13.5
1,0,0,2,1,1110.045224,1,1,81.0
0,0,0,1,1,950.3239741,1,1,22.0
0,0,0,2,1,1349.325337,1,1,45.0
1,1,1,2,1,530.2378905,0,0,55.5
0,0,0,2,1,1200.274348,1,1,35.0
1,1,1,3,1,1599.680064,0,1,240.0
1,0,0,2,1,1163.636364,1,1,160.0
1,1,1,3,1,113785.558,0,0,7280.0
1,0,0,3,1,2241.0104920000003,1,1,220.0
0,0,1,2,1,942.0022165,1,1,51.0
2,1,1,1,1,301.91711630000003,0,0,26.3
1,0,0,2,1,900.090009,1,1,40.0
1,0,0,4,1,2674.956622,1,0,92.5
1,0,0,2,1,852.9776675,1,1,110.0
1,0,0,3,1,2106.897316,1,1,190.0
1,1,1,4,1,3495.947879,0,1,220.0
1,0,0,2,1,1600.134748,1,1,95.0
1,0,0,3,1,1326.963907,1,1,75.0
1,0,1,3,1,1505.011565,1,1,97.6
1,0,1,2,1,1296.111665,1,1,78.0
1,0,0,4,1,3501.3616409999995,1,1,630.0
1,0,0,2,1,1400.147384,1,1,76.0
1,0,0,1,1,661.9632436,1,1,76.0
1,0,0,3,1,2070.0207,1,1,690.0
0,0,0,1,1,284.0012622,1,1,9.0
1,0,0,2,1,1299.89295,1,1,85.0
